"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"niwolnut  ","P",01/17/2019 10:56,0,1,2         ,1         ,"",0.0123,<0>  ,0.06,<0>  ,0.0015,<0>  ,0.0266,<0>  ,0.0281,<0>  ,2.92,<0>  ,
"niwolnut  ","P",01/17/2019 13:00,0,1,2         ,1         ,"",0.0098,<0>  ,0.0486,<0>  ,0.0017,<0>  ,0.0352,<0>  ,0.0369,<0>  ,2.85,<0>  ,
"niwolnut  ","P",01/17/2019 15:04,0,1,2         ,1         ,"",0.0072,<0>  ,0.0312,<0>  ,0.0018,<0>  ,0.0614,<0>  ,0.0632,<0>  ,4.18,<0>  ,
"niwolnut  ","P",01/17/2019 17:08,0,1,2         ,1         ,"",0.0051,<0>  ,0.0264,<0>  ,0.0018,<0>  ,0.0714,<0>  ,0.0732,<0>  ,5.97,<0>  ,
"niwolnut  ","P",01/17/2019 19:12,0,1,2         ,1         ,"",0.0077,<0>  ,0.0253,<0>  ,0.0017,<0>  ,0.0499,<0>  ,0.0516,<0>  ,2.54,<0>  ,
"niwolnut  ","P",01/17/2019 21:16,0,1,2         ,1         ,"",0.0107,<0>  ,0.0402,<0>  ,0.0015,<0>  ,0.022,<0>  ,0.0235,<0>  ,3.52,<0>  ,
"niwolnut  ","P",01/17/2019 23:20,0,1,2         ,1         ,"",0.0186,<0>  ,0.069,<0>  ,0.0015,<0>  ,0.0206,<0>  ,0.0221,<0>  ,2.96,<0>  ,
"niwolnut  ","P",01/18/2019 1:24,0,1,2         ,1         ,"",0.0133,<0>  ,0.0514,<0>  ,0.0016,<0>  ,0.0303,<0>  ,0.0319,<0>  ,2.47,<0>  ,
"niwolnut  ","P",01/18/2019 3:28,0,1,2         ,1         ,"",0.0066,<0>  ,0.0256,<0>  ,0.0020,<0>  ,0.0862,<0>  ,0.0882,<0>  ,5.58,<0>  ,
"niwolnut  ","P",01/18/2019 5:32,0,1,2         ,1         ,"",0.0033,<0>  ,0.0121,<0>  ,6.0E-4,<0>  ,0.0034,<0>  ,0.0040,<0>  ,7.78,<0>  ,
"niwolnut  ","P",01/18/2019 7:36,0,1,2         ,1         ,"",0.0058,<0>  ,0.0203,<0>  ,0.0012,<0>  ,0.0317,<0>  ,0.0329,<0>  ,4.63,<0>  ,
"niwolnut  ","P",01/18/2019 9:40,0,1,2         ,1         ,"",0.0087,<0>  ,0.0362,<0>  ,0.0013,<0>  ,0.0298,<0>  ,0.0311,<0>  ,3.5,<0>  ,
"niwolnut  ","P",01/18/2019 11:44,0,1,2         ,1         ,"",0.0151,<0>  ,0.0426,<0>  ,0.0012,<0>  ,0.0174,<0>  ,0.0186,<0>  ,3.62,<0>  ,
"niwolnut  ","P",01/18/2019 11:46,0,1,1         ,1         ,"",0.025,<0>  ,0.0418,<0>  ,0.0012,<0>  ,0.0172,<0>  ,0.0184,<0>  ,3.5,<0>  ,
"niwolnut  ","P",01/18/2019 11:48,0,1,1         ,2         ,"",0.0242,<0>  ,0.0419,<0>  ,0.0012,<0>  ,0.017,<0>  ,0.0182,<0>  ,3.48,<0>  ,
"niwolnut  ","P",02/06/2019 2:44,0,1,2         ,1         ,"",0.0088,<0>  ,0.0546,<0>  ,0.0011,<0>  ,0.0038,<0>  ,0.0049,<0>  ,4.05,<0>  ,
"niwolnut  ","P",02/06/2019 4:48,0,1,2         ,1         ,"",0.0098,<0>  ,0.0522,<0>  ,0.0011,<0>  ,0.0049,<0>  ,0.0060,<0>  ,3.01,<0>  ,
"niwolnut  ","P",02/06/2019 6:52,0,1,2         ,1         ,"",0.0047,<0>  ,0.0623,<0>  ,0.0012,<0>  ,0.0216,<0>  ,0.0228,<0>  ,5.51,<0>  ,
"niwolnut  ","P",02/06/2019 8:56,0,1,2         ,1         ,"",0.0025,<0>  ,0.0215,<0>  ,5.0E-4,<0>  ,9.0E-4,<0>  ,0.0014,<0>  ,29.88,<0>  ,
"niwolnut  ","P",02/06/2019 11:00,0,1,2         ,1         ,"",0.0043,<0>  ,0.0203,<0>  ,6.0E-4,<0>  ,0.0010,<0>  ,0.0016,<0>  ,17.39,<0>  ,
"niwolnut  ","P",02/06/2019 13:04,0,1,2         ,1         ,"",0.0042,<0>  ,0.0345,<0>  ,9.0E-4,<0>  ,0.0067,<0>  ,0.0076,<0>  ,6.83,<0>  ,
"niwolnut  ","P",02/06/2019 15:08,0,1,2         ,1         ,"",0.0059,<0>  ,0.0334,<0>  ,9.0E-4,<0>  ,0.0028,<0>  ,0.0037,<0>  ,5.36,<0>  ,
"niwolnut  ","P",02/06/2019 17:12,0,1,2         ,1         ,"",0.0091,<0>  ,0.0419,<0>  ,0.0010,<0>  ,0.0045,<0>  ,0.0055,<0>  ,5.48,<0>  ,
"niwolnut  ","P",02/06/2019 19:16,0,1,2         ,1         ,"",0.0060,<0>  ,0.0269,<0>  ,0.0010,<0>  ,0.0102,<0>  ,0.0112,<0>  ,10.13,<0>  ,
"niwolnut  ","P",02/06/2019 21:20,0,1,2         ,1         ,"",0.0018,<1> [SRD] ,0.043,<0>  ,7.0E-4,<0>  ,0.0020,<0>  ,0.0027,<1> [SRD] ,14.64,<0>  ,
"niwolnut  ","P",02/06/2019 23:24,0,1,2         ,1         ,"",0.0029,<0>  ,0.0406,<0>  ,0.0010,<0>  ,0.0111,<0>  ,0.0121,<0>  ,6.5,<0>  ,
"niwolnut  ","P",02/07/2019 1:28,0,1,2         ,1         ,"",0.0065,<0>  ,0.041,<0>  ,9.0E-4,<0>  ,0.0049,<0>  ,0.0058,<0>  ,4.71,<0>  ,
"niwolnut  ","P",02/07/2019 3:32,0,1,2         ,1         ,"",0.0117,<0>  ,0.0703,<0>  ,0.0010,<0>  ,0.0048,<0>  ,0.0058,<0>  ,3.62,<0>  ,
"niwolnut  ","P",02/07/2019 3:34,0,1,1         ,1         ,"",0.0118,<0>  ,0.0782,<0>  ,0.0010,<0>  ,0.0049,<0>  ,0.0059,<0>  ,3.56,<0>  ,
"niwolnut  ","P",02/07/2019 3:36,0,1,1         ,2         ,"",0.0121,<0>  ,0.063,<0>  ,0.0010,<0>  ,0.0044,<0>  ,0.0054,<0>  ,3.77,<0>  ,
"niwolnut  ","P",02/26/2019 7:38,0,1,2         ,1         ,"",0.017,<0>  ,0.1769,<0>  ,0.0013,<0>  ,0.0053,<0>  ,0.0066,<0>  ,3.29,<0>  ,
"niwolnut  ","P",02/26/2019 9:42,0,1,2         ,1         ,"",0.0152,<0>  ,0.088,<0>  ,0.0014,<0>  ,0.0060,<0>  ,0.0074,<0>  ,3.0,<0>  ,
"niwolnut  ","P",02/26/2019 11:46,0,1,2         ,1         ,"",0.0127,<0>  ,0.0859,<0>  ,0.0013,<0>  ,0.0063,<0>  ,0.0076,<0>  ,2.91,<0>  ,
"niwolnut  ","P",02/26/2019 13:50,0,1,2         ,1         ,"",0.0088,<0>  ,0.0643,<0>  ,0.0012,<0>  ,0.0098,<0>  ,0.011,<0>  ,3.36,<0>  ,
"niwolnut  ","P",02/26/2019 15:54,0,1,2         ,1         ,"",0.0101,<0>  ,0.0615,<0>  ,0.0012,<0>  ,0.0079,<0>  ,0.0091,<0>  ,3.02,<0>  ,
"niwolnut  ","P",02/26/2019 17:58,0,1,2         ,1         ,"",0.0126,<0>  ,0.0625,<0>  ,0.0013,<0>  ,0.0051,<0>  ,0.0064,<0>  ,4.41,<0>  ,
"niwolnut  ","P",02/26/2019 20:02,0,1,2         ,1         ,"",0.0168,<0>  ,0.0849,<0>  ,0.0013,<0>  ,0.0050,<0>  ,0.0063,<0>  ,2.38,<0>  ,
"niwolnut  ","P",02/26/2019 22:06,0,1,2         ,1         ,"",0.0164,<0>  ,0.1027,<0>  ,0.0014,<0>  ,0.0059,<0>  ,0.0073,<0>  ,2.76,<0>  ,
"niwolnut  ","P",02/27/2019 0:10,0,1,2         ,1         ,"",0.0115,<0>  ,0.0788,<0>  ,0.0013,<0>  ,0.0081,<0>  ,0.0094,<0>  ,3.28,<0>  ,
"niwolnut  ","P",02/27/2019 2:14,0,1,2         ,1         ,"",0.0067,<0>  ,0.0768,<0>  ,0.0010,<0>  ,0.0047,<0>  ,0.0057,<0>  ,3.51,<0>  ,
"niwolnut  ","P",02/27/2019 4:18,0,1,2         ,1         ,"",0.0075,<0>  ,0.073,<0>  ,0.0010,<0>  ,0.0055,<0>  ,0.0065,<0>  ,2.45,<0>  ,
"niwolnut  ","P",02/27/2019 6:22,0,1,2         ,1         ,"",0.0115,<0>  ,0.0785,<0>  ,0.0011,<0>  ,0.0057,<0>  ,0.0068,<0>  ,2.96,<0>  ,
"niwolnut  ","P",02/27/2019 8:26,0,1,2         ,1         ,"",0.0148,<0>  ,0.0829,<0>  ,0.0011,<0>  ,0.0043,<0>  ,0.0054,<0>  ,3.5,<0>  ,
"niwolnut  ","P",02/27/2019 8:28,0,1,1         ,1         ,"",0.0147,<0>  ,0.0895,<0>  ,0.0010,<0>  ,0.0045,<0>  ,0.0055,<0>  ,3.32,<0>  ,
"niwolnut  ","P",02/27/2019 8:30,0,1,1         ,2         ,"",0.0145,<0>  ,0.0844,<0>  ,0.0011,<0>  ,0.0041,<0>  ,0.0052,<0>  ,3.5,<0>  ,
"niwolnut  ","P",03/18/2019 12:04,0,1,2         ,1         ,"",0.0031,<-4> [SBL] ,0.0408,<0>  ,9.0E-4,<0>  ,0.0031,<0>  ,0.0040,<0>  ,5.85,<0>  ,
"niwolnut  ","P",03/18/2019 14:08,0,1,2         ,1         ,"",0.0047,<0>  ,0.022,<0>  ,0.0011,<0>  ,0.0046,<0>  ,0.0057,<0>  ,3.94,<0>  ,
"niwolnut  ","P",03/18/2019 16:12,0,1,2         ,1         ,"",0.0045,<0>  ,0.0178,<0>  ,0.0010,<0>  ,0.0141,<0>  ,0.0151,<0>  ,4.04,<0>  ,
"niwolnut  ","P",03/18/2019 18:16,0,1,2         ,1         ,"",0.0031,<-4> [SBL] ,0.0115,<0>  ,6.0E-4,<0>  ,0.0011,<0>  ,0.0017,<0>  ,3.39,<0>  ,
"niwolnut  ","P",03/18/2019 20:20,0,1,2         ,1         ,"",0.0044,<0>  ,0.0169,<0>  ,8.0E-4,<0>  ,0.0064,<0>  ,0.0072,<0>  ,2.48,<0>  ,
"niwolnut  ","P",03/18/2019 22:24,0,1,2         ,1         ,"",0.0047,<0>  ,0.0223,<0>  ,8.0E-4,<0>  ,0.0044,<0>  ,0.0052,<0>  ,3.62,<0>  ,
"niwolnut  ","P",03/19/2019 0:28,0,1,2         ,1         ,"",0.0090,<0>  ,0.0546,<0>  ,8.0E-4,<0>  ,0.0036,<0>  ,0.0044,<0>  ,3.9,<0>  ,
"niwolnut  ","P",03/19/2019 2:32,0,1,2         ,1         ,"",0.0082,<0>  ,0.0444,<0>  ,9.0E-4,<0>  ,0.0051,<0>  ,0.0060,<0>  ,2.27,<0>  ,
"niwolnut  ","P",03/19/2019 4:36,0,1,2         ,1         ,"",0.0053,<0>  ,0.0183,<0>  ,8.0E-4,<0>  ,0.0082,<0>  ,0.0090,<0>  ,4.6,<0>  ,
"niwolnut  ","P",03/19/2019 6:40,0,1,2         ,1         ,"",0.0033,<0>  ,0.0194,<0>  ,4.0E-4,<0>  ,0.0014,<0>  ,0.0018,<0>  ,11.58,<0>  ,
"niwolnut  ","P",03/19/2019 8:44,0,1,2         ,1         ,"",0.0041,<0>  ,0.0138,<0>  ,5.0E-4,<0>  ,0.0023,<0>  ,0.0028,<0>  ,4.94,<0>  ,
"niwolnut  ","P",03/19/2019 10:48,0,1,2         ,1         ,"",0.0052,<0>  ,0.0228,<0>  ,6.0E-4,<0>  ,0.0044,<0>  ,0.0050,<0>  ,3.42,<0>  ,
"niwolnut  ","P",03/19/2019 12:52,0,1,2         ,1         ,"",0.0062,<0>  ,0.0313,<0>  ,6.0E-4,<0>  ,0.0032,<0>  ,0.0038,<0>  ,7.08,<0>  ,
"niwolnut  ","P",03/19/2019 12:54,0,1,1         ,1         ,"",0.0066,<0>  ,0.0188,<0>  ,6.0E-4,<0>  ,0.0030,<0>  ,0.0036,<0>  ,8.22,<0>  ,
"niwolnut  ","P",03/19/2019 12:56,0,1,1         ,2         ,"",0.0066,<0>  ,0.0196,<0>  ,6.0E-4,<0>  ,0.0026,<0>  ,0.0032,<0>  ,7.67,<0>  ,
"niwolnut  ","P",04/07/2019 3:21,0,1,2         ,1         ,"",0.0084,<1> (CSM) ,0.1391,<0>  ,0.0015,<0>  ,0.0039,<0>  ,0.0054,<1> (CSM) ,2.95,<0>  ,
"niwolnut  ","P",04/07/2019 5:25,0,1,2         ,1         ,"",0.0090,<1> (CSM) ,0.118,<0>  ,0.0016,<0>  ,0.0058,<0>  ,0.0074,<1> (CSM) ,2.11,<0>  ,
"niwolnut  ","P",04/07/2019 7:29,0,1,2         ,1         ,"",0.0069,<1> (CSM) ,0.0641,<0>  ,0.0015,<0>  ,0.0056,<0>  ,0.0071,<1> (CSM) ,3.06,<0>  ,
"niwolnut  ","P",04/07/2019 9:33,0,1,2         ,1         ,"",0.0032,<1> (CSM) ,0.0018,<-4> [SBL] ,0.0010,<0>  ,0.0027,<0>  ,0.0037,<1> (CSM) ,3.18,<0>  ,
"niwolnut  ","P",04/07/2019 11:37,0,1,2         ,1         ,"",0.0049,<1> (CSM) ,0.019,<0>  ,0.0012,<0>  ,0.0042,<0>  ,0.0054,<1> (CSM) ,2.56,<0>  ,
"niwolnut  ","P",04/07/2019 13:41,0,1,2         ,1         ,"",0.0054,<1> (CSM) ,0.0297,<0>  ,0.0013,<0>  ,0.0030,<0>  ,0.0043,<1> (CSM) ,7.49,<0>  ,
"niwolnut  ","P",04/07/2019 15:45,0,1,2         ,1         ,"",0.0054,<1> (CSM) ,0.0269,<0>  ,0.0013,<0>  ,0.0032,<0>  ,0.0045,<1> (CSM) ,9.02,<0>  ,
"niwolnut  ","P",04/07/2019 17:49,0,1,2         ,1         ,"",0.0062,<1> (CSM) ,0.0406,<0>  ,0.0014,<0>  ,0.0040,<0>  ,0.0054,<1> (CSM) ,4.93,<0>  ,
"niwolnut  ","P",04/07/2019 19:53,0,1,2         ,1         ,"",0.0056,<1> (CSM) ,0.0246,<0>  ,0.0013,<0>  ,0.0042,<0>  ,0.0055,<1> (CSM) ,4.83,<0>  ,
"niwolnut  ","P",04/07/2019 21:57,0,1,2         ,1         ,"",0.0033,<1> (CSM) ,0.0018,<-4> [SBL] ,8.0E-4,<0>  ,0.0025,<0>  ,0.0033,<1> (CSM) ,3.24,<0>  ,
"niwolnut  ","P",04/08/2019 0:01,0,1,2         ,1         ,"",0.0053,<1> (CSM) ,0.0411,<0>  ,0.0011,<0>  ,0.0032,<0>  ,0.0043,<1> (CSM) ,2.5,<0>  ,
"niwolnut  ","P",04/08/2019 2:05,0,1,2         ,1         ,"",0.0068,<1> (CSM) ,0.0494,<0>  ,0.0012,<0>  ,0.0033,<0>  ,0.0045,<1> (CSM) ,3.51,<0>  ,
"niwolnut  ","P",04/08/2019 4:09,0,1,2         ,1         ,"",0.0091,<1> (CSM) ,0.0876,<0>  ,0.0013,<0>  ,0.0036,<0>  ,0.0049,<1> (CSM) ,4.17,<0>  ,
"niwolnut  ","P",04/08/2019 4:11,0,1,1         ,1         ,"",0.0096,<1> (CSM) ,0.1009,<0>  ,0.0013,<0>  ,0.0032,<0>  ,0.0045,<1> (CSM) ,3.97,<0>  ,
"niwolnut  ","P",04/08/2019 4:13,0,1,1         ,2         ,"",0.0096,<1> (CSM) ,0.092,<0>  ,0.0013,<0>  ,0.0033,<0>  ,0.0046,<1> (CSM) ,4.02,<0>  ,
"niwolnut  ","P",04/27/2019 8:19,0,1,2         ,1         ,"",0.0076,<0>  ,0.0768,<0>  ,0.0023,<0>  ,0.0173,<0>  ,0.0196,<0>  ,10.1,<0>  ,
"niwolnut  ","P",04/27/2019 10:23,0,1,2         ,1         ,"",0.0071,<0>  ,0.0696,<0>  ,0.0026,<0>  ,0.0271,<0>  ,0.0297,<0>  ,12.66,<0>  ,
"niwolnut  ","P",04/27/2019 12:27,0,1,2         ,1         ,"",0.0058,<0>  ,0.0667,<0>  ,0.0027,<0>  ,0.0459,<0>  ,0.0486,<0>  ,11.6,<0>  ,
"niwolnut  ","P",04/27/2019 14:31,0,1,2         ,1         ,"",0.0043,<0>  ,0.0227,<0>  ,0.0024,<0>  ,0.0468,<0>  ,0.0492,<0>  ,10.78,<0>  ,
"niwolnut  ","P",04/27/2019 16:35,0,1,2         ,1         ,"",0.0046,<0>  ,0.0338,<0>  ,0.0025,<0>  ,0.0431,<0>  ,0.0456,<0>  ,7.6,<0>  ,
"niwolnut  ","P",04/27/2019 18:39,0,1,2         ,1         ,"",0.0046,<0>  ,0.0283,<0>  ,0.0020,<0>  ,0.0141,<0>  ,0.0161,<0>  ,8.91,<0>  ,
"niwolnut  ","P",04/27/2019 20:43,0,1,2         ,1         ,"",0.0065,<0>  ,0.0327,<0>  ,0.0020,<0>  ,0.011,<0>  ,0.013,<0>  ,5.3,<0>  ,
"niwolnut  ","P",04/27/2019 22:47,0,1,2         ,1         ,"",0.0073,<0>  ,0.0507,<0>  ,0.0024,<0>  ,0.0163,<0>  ,0.0187,<0>  ,5.34,<0>  ,
"niwolnut  ","P",04/28/2019 0:51,0,1,2         ,1         ,"",0.0076,<0>  ,0.0572,<0>  ,0.0027,<0>  ,0.0492,<0>  ,0.0519,<0>  ,5.36,<0>  ,
"niwolnut  ","P",04/28/2019 2:55,0,1,2         ,1         ,"",0.0056,<0>  ,0.0509,<0>  ,0.0023,<0>  ,0.0485,<0>  ,0.0508,<0>  ,6.72,<0>  ,
"niwolnut  ","P",04/28/2019 4:59,0,1,2         ,1         ,"",0.0073,<0>  ,0.0658,<0>  ,0.0025,<0>  ,0.0425,<0>  ,0.045,<0>  ,4.66,<0>  ,
"niwolnut  ","P",04/28/2019 7:03,0,1,2         ,1         ,"",0.0069,<0>  ,0.0883,<0>  ,0.0019,<0>  ,0.0162,<0>  ,0.0181,<0>  ,10.64,<0>  ,
"niwolnut  ","P",04/28/2019 9:07,0,1,2         ,1         ,"",0.0074,<0>  ,0.0565,<0>  ,0.0019,<0>  ,0.0106,<0>  ,0.0125,<0>  ,15.08,<0>  ,
"niwolnut  ","P",04/28/2019 9:09,0,1,1         ,1         ,"",0.0082,<0>  ,0.0595,<0>  ,0.0019,<0>  ,0.0107,<0>  ,0.0126,<0>  ,13.82,<0>  ,
"niwolnut  ","P",04/28/2019 9:11,0,1,1         ,2         ,"",0.0077,<0>  ,0.0478,<0>  ,0.0018,<0>  ,0.0115,<0>  ,0.0133,<0>  ,14.55,<0>  ,
"niwolnut  ","P",05/17/2019 0:40,0,1,2         ,1         ,"",0.0061,<0>  ,0.0114,<0>  ,0.0017,<0>  ,0.0017,<0>  ,0.0034,<0>  ,14.23,<0>  ,
"niwolnut  ","P",05/17/2019 2:44,0,1,2         ,1         ,"",0.01,<0>  ,0.0243,<0>  ,0.0018,<0>  ,0.0025,<0>  ,0.0043,<0>  ,7.51,<0>  ,
"niwolnut  ","P",05/17/2019 4:48,0,1,2         ,1         ,"",0.0084,<0>  ,0.0172,<0>  ,0.0018,<0>  ,0.0024,<0>  ,0.0042,<0>  ,9.02,<0>  ,
"niwolnut  ","P",05/17/2019 6:52,0,1,2         ,1         ,"",0.0049,<0>  ,0.0034,<0>  ,9.0E-4,<0>  ,5.0E-4,<0>  ,0.0014,<0>  ,9.98,<0>  ,
"niwolnut  ","P",05/17/2019 8:56,0,1,2         ,1         ,"",0.0059,<0>  ,0.0048,<0>  ,0.0013,<0>  ,0.0016,<0>  ,0.0029,<0>  ,9.23,<0>  ,
"niwolnut  ","P",05/17/2019 11:00,0,1,2         ,1         ,"",0.0057,<0>  ,0.0044,<0>  ,0.0012,<0>  ,1.0E-4,<0>  ,0.0013,<0>  ,20.28,<0>  ,
"niwolnut  ","P",05/17/2019 13:04,0,1,2         ,1         ,"",0.0040,<0>  ,0.0025,<0>  ,9.0E-4,<0>  ,6.0E-4,<0>  ,0.0015,<0>  ,55.6,<0>  ,
"niwolnut  ","P",05/17/2019 15:08,0,1,2         ,1         ,"",0.0042,<0>  ,0.0050,<0>  ,9.0E-4,<1> [SCC] ,-4.0E-4,<-3> [SNV] ,5.0E-4,<1> [SCC] ,34.93,<0>  ,
"niwolnut  ","P",05/17/2019 17:12,0,1,2         ,1         ,"",0.0052,<0>  ,0.0026,<0>  ,0.0010,<0>  ,1.0E-4,<0>  ,0.0011,<0>  ,19.51,<0>  ,
